score,year,make,model,trim,price,net_cost_8mo,accidents,one_owner,carfax_url,loss_private,loss_instant,expected_repairs,fees,miles,miles_at_sale,liquidity,expected_price,under_market,color,body,seller_type,dealer,city,source,reliability,complaints,recalls,first_seen,days_listed,price_drop,is_new,url,reliability_note
36.8,2020,Kia,Soul,LX 4dr Wagon (2.0L 4cyl CVT),11075,7882,1,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=KNDJ23AU5L7014845&partner=FRD_2,4375,6120,835,1232,123123,131123,0.46499999999999997,10053,-1022,Black,hatchback,dealer,AutoNation Volkswagen Carlsbad,Carlsbad,auto.dev,25.2,378,,2026-09-20,4,0,False,https://bmwencinitas.com/used/Kia/2020-Kia-Soul-9720b8f6ac180452357e7dbbbc220507.htm,
36.7,2018,Mazda,CX-5,Touring 4dr SUV (2.5L 4cyl 6A),19998,8885,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=JM3KFACM4J0310849&partner=FRD_2,5542,8007,389,1982,58396,66396,0.75,18908,-1090,Machine Gray Metallic,small_suv,dealer,CarMax Irvine,Irvine,auto.dev,67.8,117,,2026-09-20,4,0,False,https://www.autolist.com/mazda-cx+5#vin=JM3KFACM4J0310849,
36.6,2021,Kia,Seltos,S 4dr SUV (2.0L 4cyl CVT),15871,7560,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=KNDEU2AA6M7126888&partner=FRD_2,4576,6515,439,1635,56490,64490,0.75,16730,859,White,small_suv,dealer,Summit Subaru El Cajon,El Cajon,auto.dev,0.0,368,,2026-09-24,0,0,True,https://summitsubaru.com/inventory/Used-2021-Kia-Seltos-S-KNDEU2AA6M7126888,
36.5,2016,Mazda,Mazda6,i Grand Touring 4dr Sedan (2.5L 4cyl 6A),12499,8175,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=JM1GJ1W54G1446418&partner=FRD_2,3627,6183,1053,1352,135959,143959,0.46499999999999997,11806,-693,Gray,sedan,dealer,CC Auto Group,San Diego,auto.dev,36.7,77,,2026-09-20,4,85,False,https://www.autolist.com/mazda-mazda6#vin=JM1GJ1W54G1446418,
36.5,2019,Mazda,CX-3,Sport 4dr SUV (2.0L 4cyl 6A),15999,7709,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=JM1DKDB75K1449703&partner=FRD_2,4606,6562,547,1646,59853,67853,0.75,16520,521,Gray,small_suv,dealer,San Diego Auto Finder,San Diego,auto.dev,6.8,27,,2026-09-20,4,0,False,https://www.autolist.com/mazda-cx+3#vin=JM1DKDB75K1449703,
36.4,2021,Honda,Civic,Sport 4dr Hatchback (1.5L 4cyl Turbo CVT),18995,10894,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=SHHFK7H46MU415382&partner=FRD_2,6710,9830,456,1898,116527,124527,0.46499999999999997,17838,-1157,Gray,hatchback,dealer,Good Guys Auto Sales,San Diego,auto.dev,82.2,143,,2026-09-24,0,0,True,https://www.autolist.com/honda-civic#vin=SHHFK7H46MU415382,1.5L turbo oil dilution - warm climate helps; confirm it is not the turbo trim
36.3,2020,Honda,Accord,EX 4dr Sedan (1.5L 4cyl Turbo CVT),19980,10855,1,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=1HGCV1F48LA101706&partner=FRD_2,7508,9676,394,1980,84440,92440,0.6900000000000001,18726,-1254,Gray,sedan,dealer,Legacy Cars,El Cajon,auto.dev,74.6,357,,2026-09-24,0,0,True,https://www.legacycarsinc.com/pre-owned-cars/detail/x/1570198,1.5L turbo oil dilution - warm climate helps; confirm it is not the turbo trim
36.2,2016,Honda,CR-V,Touring 4dr SUV (2.4L 4cyl CVT),18335,9270,0,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=5J6RM3H95GL016312&partner=FRD_2,5152,8307,496,1842,103310,111310,0.6000000000000001,16320,-2015,White,small_suv,dealer,Vista Auto Sales,Vista,auto.dev,95.3,392,,2026-09-22,2,0,False,https://www.carfax.com/vehicle/5J6RM3H95GL016312,
36.1,2015,Toyota,Camry,LE 4dr Sedan (2.5L 4cyl 6A),19998,9377,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=4T1BF1FKXFU907650&partner=FRD_2,5542,8501,453,1982,67382,75382,0.75,16546,-3452,Silver,sedan,dealer,Toyota of Escondido,Escondido,auto.dev,85.6,271,,2026-09-24,0,0,True,"https://hyundaiescondido.com/used/Toyota/2015-Toyota-Camry-escondido,-ca-cc85dcc6ac185fa6e5f523fc6c165229.htm",
36.1,2023,Toyota,Corolla,LE 4dr Sedan (1.8L 4cyl gas/electric hybrid CVT),17798,9293,0,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=JTDBCMFE3P3001811&partner=FRD_2,5027,8232,473,1797,125796,133796,0.46499999999999997,17806,8,Black,sedan,dealer,AutoNation Toyota Irvine,Irvine,auto.dev,79.2,73,,2026-09-23,1,0,False,https://www.carfax.com/vehicle/JTDBCMFE3P3001811,
36.0,2017,Honda,Civic,EX 4dr Sedan (2.0L 4cyl CVT),16086,9860,1,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=2HGFC2F70HH575452&partner=FRD_2,6199,8623,631,1653,101821,109821,0.6000000000000001,15624,-462,Silver,sedan,dealer,AutoNation Toyota Irvine,Irvine,auto.dev,65.9,592,,2026-09-20,4,0,False,https://www.carfax.com/vehicle/2HGFC2F70HH575452,1.5L turbo oil dilution - warm climate helps; confirm it is not the turbo trim
35.9,2019,Toyota,Yaris,XLE 4dr Sedan (1.5L 4cyl 6A),15998,7729,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3MYDLBYV9KY511558&partner=FRD_2,4606,6561,625,1646,67423,75423,0.7,16831,833,Gray,sedan,dealer,CarMax Murrieta,Murrieta,auto.dev,0.0,26,,2026-09-19,5,0,False,https://www.autolist.com/toyota-yaris#vin=3MYDLBYV9KY511558,Denso low-pressure fuel pump recall - verify it was performed
35.9,2020,Honda,Accord,EX-L 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),17010,9306,0,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=1HGCV3F59LA014336&partner=FRD_2,4843,7900,584,1731,128779,136779,0.46499999999999997,17308,298,White,sedan,dealer,Temecula Valley Lexus,Temecula,auto.dev,74.6,357,,2026-09-23,1,0,False,https://www.carfax.com/vehicle/1HGCV3F59LA014336,1.5L turbo oil dilution - warm climate helps; confirm it is not the turbo trim
35.9,2021,Hyundai,Kona,SE 4dr SUV AWD (2.0L 4cyl 6A),14118,8377,1,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=KM8K1CAA4MU600853&partner=FRD_2,5539,7049,516,1488,81844,89844,0.6900000000000001,14939,821,Black,small_suv,dealer,Rockstar Rides,Vista,auto.dev,24.8,116,,2026-09-20,4,0,False,https://www.autolist.com/hyundai-kona#vin=KM8K1CAA4MU600853,
35.7,2018,Subaru,Crosstrek,2.0i Limited 4dr SUV AWD (2.0L 4cyl CVT),13810,8727,0,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=JF2GTAJC0JH345439&partner=FRD_2,4954,7224,698,1462,116990,124990,0.46499999999999997,13853,43,White,small_suv,dealer,Norm Reeves Honda Superstore Irvine,Irvine,auto.dev,59.8,194,,2026-09-20,4,0,False,https://www.autolist.com/subaru-xv+crosstrek#vin=JF2GTAJC0JH345439,
35.5,2020,Toyota,Camry,SE Nightshade Edition 4dr Sedan (2.5L 4cyl 8A),18060,9741,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=4T1G11AK2LU309477&partner=FRD_2,5975,8478,481,1819,93464,101464,0.6000000000000001,18160,100,Blue,sedan,dealer,AutoZuu Inc,Spring Valley,auto.dev,63.3,273,,2026-09-22,2,0,False,https://www.autolist.com/toyota-camry#vin=4T1G11AK2LU309477,
35.5,2020,Honda,Civic,EX 4dr Hatchback (1.5L 4cyl Turbo CVT),19620,10980,1,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=SHHFK7H65LU401795&partner=FRD_2,7387,9940,473,1950,106612,114612,0.6000000000000001,17466,-2154,Gray,hatchback,dealer,Team Mazda of El Cajon,El Cajon,auto.dev,77.9,224,,2026-09-24,0,0,True,https://www.autolist.com/honda-civic#vin=SHHFK7H65LU401795,1.5L turbo oil dilution - warm climate helps; confirm it is not the turbo trim
35.4,2019,Toyota,Corolla,L 4dr Sedan (1.8L 4cyl CVT),14218,10037,1,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=5YFBURHE0KP905736&partner=FRD_2,6485,8515,661,1496,113110,121110,0.46499999999999997,15256,1038,Gray,sedan,dealer,Maverick Toyota,Lemon Grove,auto.dev,55.3,203,,2026-09-23,1,0,False,https://www.mavericktoyota.com/used-Lemon+Grove-2019-Toyota-Corolla-LE-5YFBURHE0KP905736,
35.3,2022,Honda,CR-V,EX 4dr SUV (1.5L 4cyl Turbo CVT),19698,10458,1,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=2HKRW1H50NH401764&partner=FRD_2,7414,9550,296,1957,65440,73440,0.75,21752,2054,Silver,small_suv,dealer,Driveline Used Cars of Murrieta,Murrieta,auto.dev,50.0,,,2026-09-20,4,135,False,https://www.drivelineca.com/pre-owned-cars/detail/x/1524592,
35.2,2022,Toyota,Corolla,XSE Apex Edition 4dr Sedan (2.0L 4cyl CVT),19080,9049,0,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=JTDT4MCE5N3513749&partner=FRD_2,5327,8145,416,1905,106878,114878,0.6000000000000001,17713,-1367,Silver,sedan,dealer,Toyota of Poway,Poway,auto.dev,74.4,100,,2026-09-24,0,0,True,https://www.carfax.com/vehicle/JTDT4MCE5N3513749,
35.2,2018,Subaru,Crosstrek,2.0i Limited 4dr SUV AWD (2.0L 4cyl CVT),15995,8843,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=JF2GTAJC0JH342282&partner=FRD_2,5387,7593,579,1646,92751,100751,0.6000000000000001,15488,-507,Blue,small_suv,dealer,Convoy Motors,National City,auto.dev,59.8,194,,2026-09-20,4,0,False,https://www.autolist.com/subaru-xv+crosstrek#vin=JF2GTAJC0JH342282,
35.2,2022,Nissan,Sentra,SR 4dr Sedan (2.0L 4cyl CVT),17113,8433,0,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3N1AB8DV3NY298658&partner=FRD_2,5425,7439,356,1739,72719,80719,0.6900000000000001,15364,-1749,Black,sedan,dealer,Dalton Toyota National City,National City,auto.dev,42.1,81,,2026-09-20,4,0,False,https://www.subarudalton.com/used-National+City-2022-Nissan-Sentra-SR-3N1AB8DV3NY298658,Nissan CVT history - replacement can exceed the car's value (improved 2020 redesign)
35.1,2022,Toyota,Corolla,LE 4dr Sedan (1.8L 4cyl gas/electric hybrid CVT),19113,9058,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=JTDEAMDE7N3009011&partner=FRD_2,5334,8157,415,1907,106670,114670,0.6000000000000001,17720,-1393,Silver,sedan,dealer,Toyota Carlsbad,Carlsbad,auto.dev,74.4,100,,2026-09-22,2,0,False,https://toyotacarlsbad.com/certified/Toyota/2022-Toyota-Corolla-Hybrid-b22c572cac183ecbd73d4eaed3e5a917.htm,
35.0,2019,Toyota,Corolla,SE 4dr Hatchback (2.0L 4cyl 6M),17785,10313,1,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=JTNK4RBEXK3052162&partner=FRD_2,7283,9128,489,1796,79563,87563,0.6900000000000001,16416,-1369,White,hatchback,dealer,West Coast Auto Finance,San Marcos,auto.dev,55.3,203,,2026-09-23,1,0,False,https://www.autolist.com/toyota-corolla+hatchback#vin=JTNK4RBEXK3052162,
34.9,2023,Kia,Forte,GT-Line 4dr Sedan (2.0L 4cyl CVT),19580,8588,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3KPF54AD7PE537003&partner=FRD_2,5444,7856,303,1947,71074,79074,0.75,16471,-3109,White,sedan,dealer,Karz Plus-Escondido,Escondido,auto.dev,58.8,61,,2026-09-20,4,0,False,https://www.autolist.com/kia-forte#vin=3KPF54AD7PE537003,
34.8,2017,Hyundai,Elantra,Limited 4dr Sedan (2.0L 4cyl 6A),11580,7554,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=5NPD84LFXHH043096&partner=FRD_2,3979,5843,937,1275,99875,107875,0.6000000000000001,10025,-1555,Black,sedan,dealer,Karz Plus-Escondido,Escondido,auto.dev,10.7,767,,2026-09-22,2,0,False,https://www.autolist.com/hyundai-elantra#vin=5NPD84LFXHH043096,
34.7,2018,Mazda,CX-5,Grand Touring 4dr SUV AWD (2.5L 4cyl 6A),17121,8655,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=JM3KFBDM7J0340397&partner=FRD_2,4868,7387,611,1740,108537,116537,0.6000000000000001,15372,-1749,White,small_suv,dealer,Toyota of El Cajon,El Cajon,auto.dev,67.8,117,,2026-09-23,1,0,False,https://www.autolist.com/mazda-cx+5#vin=JM3KFBDM7J0340397,
34.6,2018,Toyota,C-HR,XLE Premium 4dr SUV (2.0L 4cyl CVT),14580,7609,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=NMTKHMBX8JR038124&partner=FRD_2,4274,6049,839,1527,87392,95392,0.6900000000000001,14608,28,Blue,small_suv,dealer,Epiksun Motors,La Mesa,auto.dev,0.0,319,,2026-09-23,1,0,False,https://www.carfax.com/vehicle/NMTKHMBX8JR038124,
34.6,2017,Honda,Civic,Si 4dr Sedan w/Summer Tires (1.5L 4cyl Turbo 6M),15330,10886,1,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=2HGFC1E52HH703989&partner=FRD_2,6934,9430,703,1590,117242,125242,0.46499999999999997,15175,-155,Gray,sedan,dealer,360 AUTO SALES INC,El Cajon,auto.dev,65.9,592,,2026-09-23,1,0,False,https://www.carfax.com/vehicle/2HGFC1E52HH703989,1.5L turbo oil dilution - warm climate helps; confirm it is not the turbo trim
34.5,2017,Honda,Civic,Sport 4dr Hatchback (1.5L 4cyl Turbo CVT),17796,11238,1,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=SHHFK7H49HU425121&partner=FRD_2,7544,10074,590,1797,93052,101052,0.6000000000000001,15879,-1917,Gray,hatchback,dealer,CBM Motors,El Cajon,auto.dev,65.9,592,,2026-09-20,4,0,False,https://www.cbmmotors.com/pre-owned-cars/detail/x/1579199,1.5L turbo oil dilution - warm climate helps; confirm it is not the turbo trim
34.5,2023,Kia,Forte,GT-Line 4dr Sedan (2.0L 4cyl CVT),19900,10412,1,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3KPF54AD5PE654546&partner=FRD_2,7482,9640,248,1974,32577,40577,0.75,18120,-1780,Blue,sedan,dealer,Kia of Irvine,Irvine,auto.dev,58.8,61,,2026-09-20,4,0,False,https://www.kiaofirvine.com/viewdetails/cpo/3kpf54ad5pe654546/2023-kia-forte-4dr-car?type=cash,
34.5,2017,Subaru,Crosstrek,2.0i Premium PZEV 4dr SUV AWD (2.0L 4cyl CVT),14599,8553,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=JF2GPABC0HH241417&partner=FRD_2,4278,7240,669,1528,124696,132696,0.46499999999999997,12399,-2200,Gray,small_suv,dealer,CarMax El Cajon,El Cajon,auto.dev,76.1,97,,2026-09-20,4,0,False,https://www.autolist.com/subaru-xv+crosstrek#vin=JF2GPABC0HH241417,FB-series oil consumption; check consumption history
34.5,2020,Nissan,Kicks,S 4dr Hatchback (1.6L 4cyl CVT),14998,7926,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3N1CP5BV6LL478044&partner=FRD_2,4859,6614,584,1562,75922,83922,0.6900000000000001,13145,-1853,Black,hatchback,dealer,Toyota of Escondido,Escondido,auto.dev,10.9,96,,2026-09-20,4,0,False,"https://hyundaiescondido.com/used/Nissan/2020-Nissan-Kicks-escondido,-ca-ad4edb99ac1812be80b66b4f3e77135e.htm",Nissan CVT history - replacement can exceed the car's value
34.4,2015,Honda,CR-V,EX-L 4dr SUV w/Navigation (2.4L 4cyl CVT),15995,10125,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=2HKRM3H75FH553897&partner=FRD_2,5778,8744,658,1646,116987,124987,0.46499999999999997,14991,-1004,Black,small_suv,dealer,Good Guys Auto Sales,San Diego,auto.dev,83.4,670,,2026-09-22,2,0,False,https://www.autolist.com/honda-cr+v#vin=2HKRM3H75FH553897,
34.2,2016,Mazda,CX-5,Touring 4dr SUV AWD (2.5L 4cyl 6A),11361,7820,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=JM3KE4CY3G0917325&partner=FRD_2,3360,5674,1271,1256,137622,145622,0.46499999999999997,12153,792,Blue,small_suv,dealer,Toyota Chula Vista,Chula Vista,auto.dev,9.6,510,,2026-09-20,4,474,False,https://www.autolist.com/mazda-cx+5#vin=JM3KE4CY3G0917325,
34.1,2021,Toyota,Corolla,SE Nightshade Edition 4dr Hatchback (2.0L 4cyl CVT),18600,10125,1,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=JTND4MBE3M3134930&partner=FRD_2,7044,9057,429,1864,80275,88275,0.6900000000000001,17886,-714,Silver,hatchback,dealer,Sunset Elite Auto,Laguna Hills,auto.dev,47.8,185,,2026-09-23,1,0,False,https://www.carfax.com/vehicle/JTND4MBE3M3134930,
34.1,2017,Toyota,RAV4,XLE 4dr SUV (2.5L 4cyl 6A),18117,9586,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=JTMWFREV8HJ126467&partner=FRD_2,4860,8630,653,1824,127909,135909,0.589,17138,-979,White,small_suv,dealer,Norm Reeves Toyota San Diego,San Diego,auto.dev,80.3,307,,2026-09-19,5,0,False,https://www.autolist.com/toyota-rav4#vin=JTMWFREV8HJ126467,Battery hold-down/terminal fire recall 23V-734 - verify it was performed
34.1,2016,Honda,Civic,EX 4dr Sedan (2.0L 4cyl CVT),14330,9286,1,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=19XFC2F79GE228713&partner=FRD_2,5610,7757,840,1506,110502,118502,0.6000000000000001,14710,380,Blue,sedan,dealer,Legacy Cars,El Cajon,auto.dev,46.4,1080,,2026-09-23,1,0,False,https://www.legacycarsinc.com/pre-owned-cars/detail/x/1587129,1.5L turbo oil dilution - warm climate helps; confirm it is not the turbo trim
34.0,2019,Honda,Accord,Sport 4dr Sedan (1.5L 4cyl Turbo CVT),17450,10377,1,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=1HGCV1F38KA123727&partner=FRD_2,6658,8919,603,1768,102436,110436,0.6000000000000001,17549,99,Blue,sedan,dealer,San Diego Car Sales LLC,Escondido,auto.dev,55.9,685,,2026-09-20,4,0,False,https://www.carfax.com/vehicle/1HGCV1F38KA123727,1.5L turbo oil dilution - warm climate helps; confirm it is not the turbo trim
33.9,2021,Toyota,Corolla,LE 4dr Sedan (1.8L 4cyl CVT),16168,9604,1,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=JTDEPMAE2MJ166765&partner=FRD_2,6227,8315,582,1660,108549,116549,0.6000000000000001,16908,740,Unspecified,sedan,dealer,Grand Prix Motors Inc,Lake Forest,auto.dev,47.8,185,,2026-09-23,1,0,False,https://www.carfax.com/vehicle/JTDEPMAE2MJ166765,
33.9,2019,Honda,Accord,EX 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),15700,10241,1,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=1HGCV3F45KA009236&partner=FRD_2,6070,8545,738,1621,128970,136970,0.46499999999999997,16701,1001,Gray,sedan,dealer,San Diego Car Sales LLC,Escondido,auto.dev,55.9,685,,2026-09-23,1,0,False,https://www.autolist.com/honda-accord+hybrid#vin=1HGCV3F45KA009236,1.5L turbo oil dilution - warm climate helps; confirm it is not the turbo trim
33.8,2017,Toyota,RAV4,Platinum 4dr SUV (2.5L 4cyl 6A),18500,9701,0,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=2T3YFREV6HW322093&partner=FRD_2,4944,8797,626,1856,121100,129100,0.589,17345,-1155,Gray,small_suv,dealer,Temecula Hyundai,Temecula,auto.dev,80.3,307,,2026-09-20,4,0,False,https://www.autolist.com/toyota-rav4#vin=2T3YFREV6HW322093,Battery hold-down/terminal fire recall 23V-734 - verify it was performed
33.8,2020,Toyota,C-HR,XLE 4dr SUV (2.0L 4cyl CVT),14888,9150,0,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=JTNKHMBX4L1083025&partner=FRD_2,5435,7856,524,1553,114110,122110,0.46499999999999997,13665,-1223,Black,small_suv,dealer,Siry Auto,San Diego,auto.dev,74.0,62,,2026-09-20,4,172,False,https://www.autolist.com/toyota-c+hr#vin=JTNKHMBX4L1083025,
33.8,2018,Subaru,Crosstrek,2.0i Premium 4dr SUV AWD (2.0L 4cyl CVT),14122,8966,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=JF2GTADC8JH266435&partner=FRD_2,5196,7487,679,1488,113078,121078,0.46499999999999997,14117,-5,Gray,small_suv,dealer,Dalton Subaru National City,National City,auto.dev,59.8,194,,2026-09-23,1,0,False,https://www.subarudalton.com/used-National+City-2018-Subaru-Crosstrek-20i+Premium-JF2GTADC8JH266435,
33.7,2018,Honda,Civic,EX 4dr Hatchback (1.5L 4cyl Turbo CVT),17995,9634,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=SHHFK7H55JU237887&partner=FRD_2,5957,8451,598,1814,96521,104521,0.6000000000000001,16439,-1556,Gray,hatchback,dealer,Good Guys Auto Sales,San Diego,auto.dev,59.6,598,,2026-09-23,1,0,False,https://www.carfax.com/vehicle/SHHFK7H55JU237887,1.5L turbo oil dilution - warm climate helps; confirm it is not the turbo trim
33.7,2021,Kia,Seltos,S 4dr SUV AWD (2.0L 4cyl CVT),16234,7756,0,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=KNDEUCAA6M7165387&partner=FRD_2,4661,6647,521,1666,70965,78965,0.75,15934,-300,White,small_suv,dealer,Hemet Chrysler Dodge Jeep Ram,Hemet,auto.dev,0.0,368,,2026-09-20,4,85,False,https://hemetcdjr.com/inventory/Used-2021-Kia-Seltos-S-KNDEUCAA6M7165387-1769,
33.7,2023,Kia,Forte,GT 4dr Sedan (1.6L 4cyl Turbo 7AM),18990,10042,1,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3KPF44ACXPE539791&partner=FRD_2,7175,9232,248,1897,57467,65467,0.75,17054,-1936,White,sedan,dealer,National City Auto Center,National City,auto.dev,58.8,61,,2026-09-20,4,0,False,https://www.carfax.com/vehicle/3KPF44ACXPE539791,
33.7,2019,Subaru,Crosstrek,2.0i 4dr SUV AWD (2.0L 4cyl CVT),18671,8490,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=JF2GTABC3K8308174&partner=FRD_2,5231,7527,491,1870,51504,59504,0.75,19204,533,White,small_suv,dealer,Siry Auto,San Diego,auto.dev,24.2,284,,2026-09-20,4,0,False,https://www.autolist.com/subaru-xv+crosstrek#vin=JF2GTABC3K8308174,
33.5,2019,Hyundai,Kona,SEL 4dr SUV AWD (2.0L 4cyl 6A),14275,7805,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=KM8K2CAA9KU217789&partner=FRD_2,4665,6332,715,1501,79541,87541,0.6900000000000001,14254,-21,Black,small_suv,dealer,Miramar Car Center,San Diego,auto.dev,0.0,190,,2026-09-20,4,0,False,https://www.autolist.com/hyundai-kona#vin=KM8K2CAA9KU217789,
33.4,2021,Toyota,Camry,SE 4dr Sedan (2.5L 4cyl 8A),18910,11485,1,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=4T1T11AK7MU417285&partner=FRD_2,7148,10152,498,1890,130869,138869,0.46499999999999997,17124,-1786,Silver,sedan,dealer,Toyota of Escondido,Escondido,auto.dev,85.0,156,,2026-09-24,0,0,True,"https://hyundaiescondido.com/used/Toyota/2021-Toyota-Camry-escondido,-ca-fa5cbf4dac1820d641fd659990e4e18b.htm",
33.3,2019,Toyota,Corolla,L 4dr Sedan (1.8L 4cyl CVT),19915,10559,1,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=5YFBURHE6KP899506&partner=FRD_2,7486,9647,389,1975,34911,42911,0.75,17960,-1955,Black,sedan,dealer,Temecula Valley Toyota,Temecula,auto.dev,55.3,203,,2026-09-23,1,0,False,https://www.carfax.com/vehicle/5YFBURHE6KP899506,
33.3,2015,Honda,Civic,Si 4dr Sedan w/Navigation (2.4L 4cyl 6M),19118,11165,1,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=2HGFB6E55FH703918&partner=FRD_2,7219,10118,584,1908,101565,109565,0.6000000000000001,14310,-4808,Black,sedan,dealer,Rockstar Rides,Vista,auto.dev,85.4,380,,2026-09-24,0,0,True,https://www.carfax.com/vehicle/2HGFB6E55FH703918,
33.2,2022,Honda,CR-V,EX 4dr SUV (1.5L 4cyl Turbo CVT),15923,8875,0,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=2HKRW1H58NH400135&partner=FRD_2,4588,7443,683,1640,138093,146093,0.46499999999999997,17575,1652,White,small_suv,dealer,Pacific Honda,San Diego,auto.dev,50.0,,,2026-09-20,4,160,False,https://www.carfax.com/vehicle/2HKRW1H58NH400135,
33.1,2021,Kia,Seltos,S 4dr SUV AWD (1.6L 4cyl Turbo 7AM),16576,7822,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=KNDEUCA25M7056489&partner=FRD_2,4740,6770,480,1694,65505,73505,0.75,16234,-342,White,small_suv,dealer,DCH Kia of Temecula,Temecula,auto.dev,0.0,368,,2026-09-20,4,415,False,https://dchkiaoftemecula.com/certified/Kia/2021-Kia-Seltos-serving-temecula-ca-405ff43cac181da0dd1bebc33d372c0f.htm,
33.0,2015,Honda,CR-V,Touring 4dr SUV (2.4L 4cyl CVT),18083,9290,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=5J6RM3H98FL007005&partner=FRD_2,5093,8204,606,1821,103810,111810,0.6000000000000001,15748,-2335,Blue,small_suv,dealer,Vista Auto Sales,Vista,auto.dev,83.4,670,,2026-09-22,2,0,False,https://www.carfax.com/vehicle/5J6RM3H98FL007005,
33.0,2018,Honda,Civic,Touring 4dr Sedan (1.5L 4cyl Turbo CVT),18680,9133,0,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=2HGFC1F96JH640743&partner=FRD_2,5846,8052,509,1871,78467,86467,0.6900000000000001,16964,-1716,Blue,sedan,dealer,Legacy Cars,El Cajon,auto.dev,59.6,598,,2026-09-24,0,0,True,https://www.legacycarsinc.com/pre-owned-cars/detail/x/1544513,1.5L turbo oil dilution - warm climate helps; confirm it is not the turbo trim
33.0,2018,Honda,Civic,EX 4dr Hatchback (1.5L 4cyl Turbo CVT),19740,11157,1,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=SHHFK7H5XJU414465&partner=FRD_2,7998,10053,480,1960,72487,80487,0.6900000000000001,17138,-2602,Gray,hatchback,dealer,Legacy Cars,El Cajon,auto.dev,59.6,598,,2026-09-20,4,0,False,https://www.legacycarsinc.com/pre-owned-cars/detail/x/1557187,1.5L turbo oil dilution - warm climate helps; confirm it is not the turbo trim
